25.83967754840851,25.024532532691957,26.188304114341737,22.81413342952728,26.324359560012816,23.08363766670227,24.81712293624878,24.8508305311203,25.691862630844117,26.399509930610655
21.78099763393402,24.424789714813233,23.73579294681549,22.999302625656128,24.707498812675475,24.205482244491577,22.27656102180481,25.646288204193116,24.949514627456665,23.938898777961732
23.217227983474732,24.01179130077362,25.3423969745636,23.891053652763368,24.32405297756195,23.663427972793578,25.629500484466554,22.677005577087403,21.647061467170715,25.761711287498475
23.172001075744628,23.29417312145233,25.3013507604599,26.13763976097107,23.61928436756134,26.392180943489073,24.53046050071716,25.496884775161742,25.025614190101624,24.59741771221161
25.680028367042542,24.70859799385071,27.04846296310425,25.068239665031435,22.417515134811403,25.855800223350524,23.62046959400177,26.456640696525575,22.594227814674376,26.04152398109436
24.83394706249237,23.711171364784242,25.461608934402467,26.021609020233154,24.340601992607116,22.73328845500946,27.227723550796508,24.77919156551361,22.05158586502075,24.78066506385803
24.82301962375641,25.764549732208252,23.496279335021974,24.46003293991089,27.64830596446991,24.356005311012268,25.709693288803102,27.226081347465517,24.37535400390625,28.27589430809021
26.53419108390808,27.363925743103028,25.193786239624025,28.414683604240416,26.41584780216217,27.797872591018677,26.263015937805175,26.107416248321535,26.059803080558776,29.419291377067566
25.719240522384645,22.682950186729432,23.642504048347472,27.16104483604431,25.642648243904112,25.717100143432617,26.252009057998656,26.417159724235535,28.446774554252624,26.338089990615845
25.130873918533325,25.588331055641174,26.957929730415344,24.89087882041931,27.153033995628356,29.347372698783875,26.47410645484924,25.256906604766847,26.889172148704528,23.529142880439757
